Tipo;Bairro;Quartos;Vagas;Suites;Area;Condominio;Valor Bruto;Tipos agregado
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;870.0;2876.0;Apartamento
Apartamento;Laranjeiras;5;3;2;713;3800.0;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;28;0;1510;50902.0;270440.0;Apartamento
Apartamento;Cachambi;2;1;0;70;530.0;1510.0;Apartamento
Casa;Campo Grande;3;0;0;200;;;casa
Conjunto Comercial/Sala;Centro;0;0;0;254;5600.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;24;386.0;1105.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;400;800.0;4800.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;250;4790.0;13950.0;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;760.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;884.0;2854.0;Apartamento
Apartamento;Maracanã;1;1;1;120;985.0;2135.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;1080.0;5003.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;399.0;1201.0;Apartamento
Apartamento;Tijuca;2;1;1;70;890.0;2458.0;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;0;0;175;1750.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;640;980.0;16580.0;casa
Apartamento;Vaz Lobo;2;0;0;70;32.0;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;150;1700.0;9381.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;219;5938.0;30241.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;322;4315.0;12896.0;Apartamento
Conjunto Comercial/Sala;São Cristóvão;1;1;0;25;427.0;1698.0;Apartamento
Apartamento;Madureira;2;0;0;40;415.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;75;659.0;;Apartamento
Apartamento;Copacabana;2;1;1;81;893.0;3983.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;6030.0;26510.0;Apartamento
Casa;Bonsucesso;2;0;0;51;;;casa
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;1800.0;23600.0;casa
Apartamento;Campo Grande;2;0;1;58;;;Apartamento
Flat;Humaitá;1;1;0;55;1232.0;3408.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;360;2968.0;13176.0;Apartamento
Apartamento;Praça Seca;3;0;0;90;330.0;1245.0;Apartamento
Apartamento;Vila Isabel;3;3;1;124;1400.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;430;899.0;7649.0;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;210;;;Apartamento
Apartamento;Ipanema;2;0;1;75;476.0;5796.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;34;732.0;2473.0;Apartamento
Apartamento;São Conrado;5;2;3;400;4165.0;17854.0;Apartamento
Loja/Salão;Recreio dos Bandeirantes;0;1;0;54;364.0;2037.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1000.0;2650.0;Apartamento
Apartamento;Laranjeiras;2;1;1;70;620.0;3110.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1300.0;3398.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;2200.0;7762.0;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;1141;22302.0;105134.0;Apartamento
Apartamento;Copacabana;1;0;0;43;452.0;2294.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;780.0;;Apartamento
Apartamento;São Francisco Xavier;3;1;1;73;520.0;;Apartamento
Apartamento;Copacabana;3;0;0;120;1420.0;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;29;1100.0;;Apartamento
Casa de Condomínio;Vargem Grande;5;4;5;300;1500.0;6750.0;casa
Conjunto Comercial/Sala;Botafogo;0;11;0;705;26715.0;99294.0;Apartamento
Apartamento;Pechincha;2;1;0;64;248.0;1062.0;Apartamento
Apartamento;Copacabana;1;0;0;45;450.0;3280.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;21;570.0;;Apartamento
Apartamento;Laranjeiras;2;0;0;110;968.0;3635.0;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;20;0;1100;;;Apartamento
Apartamento;Ipanema;4;3;3;433;9800.0;;Apartamento
Apartamento;Flamengo;2;0;0;85;800.0;4650.0;Apartamento
Apartamento;Leme;3;1;1;175;1380.0;;Apartamento
Casa;Engenho Novo;2;0;0;70;;;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;1250.0;4431.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;68;540.0;;Apartamento
Apartamento;Humaitá;2;1;0;64;520.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;90;1640.0;4710.0;Apartamento
Apartamento;Copacabana;1;0;1;37;447.0;2967.0;Apartamento
Apartamento;Copacabana;4;2;2;240;2000.0;12700.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;188;1022.0;;casa
Apartamento;Barra da Tijuca;3;2;2;137;1850.0;14621.0;Apartamento
Apartamento;Barra da Tijuca;14;2;2;212;1200.0;6850.0;Apartamento
Apartamento;Irajá;2;1;0;65;255.0;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;1500.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;240;3500.0;;Apartamento
Loja/Salão;Andaraí;0;0;0;330;;;Apartamento
Apartamento;Vila Isabel;2;1;0;70;550.0;;Apartamento
Apartamento;São Conrado;4;3;4;600;16864.0;43774.0;Apartamento
Apartamento;Gávea;3;1;1;108;1769.0;6995.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;85;1350.0;3775.0;Apartamento
Apartamento;Catete;1;0;0;45;500.0;2155.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;870.0;;Apartamento
Quitinete;Copacabana;1;0;0;15;600.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;101;4700.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;912.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;1087.0;8542.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;2000.0;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;457;17600.0;91100.0;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;48;;;casa
Apartamento;Lagoa;3;2;1;130;1000.0;6300.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;780.0;3020.0;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;240;3203.0;11503.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;1200.0;7018.0;Apartamento
Apartamento;Copacabana;3;0;0;80;800.0;3457.0;Apartamento
Casa de Condomínio;Barra da Tijuca;3;0;2;367;510.0;6933.0;casa
Conjunto Comercial/Sala;Santo Cristo;0;16;0;1200;23000.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;450.0;2462.0;Apartamento
Casa;Jardim Botânico;2;4;1;107;;;casa
Conjunto Comercial/Sala;Botafogo;0;15;0;700;21994.0;87080.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;;;Apartamento
Apartamento;Barra da Tijuca;5;4;3;171;2000.0;14500.0;Apartamento
Apartamento;Centro;1;0;0;42;619.0;3021.0;Apartamento
Apartamento;Méier;2;1;0;62;600.0;1638.0;Apartamento
Quitinete;Leblon;1;0;0;25;360.0;2368.0;Apartamento
Loja/Salão;Taquara;0;0;0;15;;;Apartamento
Apartamento;Leblon;4;3;4;260;3100.0;;Apartamento
Casa;Recreio dos Bandeirantes;4;4;2;367;;;casa
Conjunto Comercial/Sala;Centro;0;0;0;594;;;Apartamento
Loja/Salão;Copacabana;0;0;0;310;700.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;373;6723.0;38215.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;5;0;200;4680.0;;Apartamento
Apartamento;Grajaú;2;0;0;65;415.0;1836.0;Apartamento
Apartamento;Lagoa;4;3;1;180;2530.0;14342.0;Apartamento
Apartamento;Copacabana;1;0;0;43;639.0;2515.0;Apartamento
Apartamento;Lagoa;2;1;1;80;2600.0;5220.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;25;434.0;1535.0;Apartamento
Apartamento;Flamengo;2;1;0;57;832.0;3730.0;Apartamento
Apartamento;Campo Grande;3;1;1;98;950.0;;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;860.0;7400.0;Apartamento
Casa Comercial;Botafogo;3;0;0;280;450.0;14837.0;Apartamento
Apartamento;Leblon;4;2;2;207;6000.0;22434.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;680.0;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;518;5004.0;44751.0;Apartamento
Galpão/Depósito/Armazém;Cordovil;0;0;0;850;;;Apartamento
Apartamento;Ipanema;1;0;1;50;897.0;3323.0;Apartamento
Quitinete;Copacabana;1;0;0;35;400.0;2155.0;Apartamento
Loja/Salão;Catete;0;6;0;300;310.0;31810.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;1012.0;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;49;780.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;151;3430.0;;Apartamento
Apartamento;Copacabana;2;0;0;65;710.0;3540.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;300;1500.0;6580.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;115;661.0;;Apartamento
Casa de Vila;Jacarepaguá;3;1;0;100;100.0;;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;9360.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;110;873.0;;Apartamento
Casa;Botafogo;12;5;0;500;;;casa
Conjunto Comercial/Sala;Ipanema;0;0;0;45;2200.0;7443.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;304;3800.0;18150.0;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;197;;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;560.0;1645.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;280;750.0;9870.0;casa
Prédio Inteiro;Barra da Tijuca;0;80;0;5500;;;Apartamento
Apartamento;Tijuca;3;1;0;88;790.0;3975.0;Apartamento
Apartamento;Ipanema;3;1;1;145;2900.0;10600.0;Apartamento
Casa;Catete;10;0;10;300;;;casa
Apartamento;Urca;1;0;0;53;770.0;;Apartamento
Apartamento;Ipanema;3;1;1;116;1600.0;6916.0;Apartamento
Apartamento;Tijuca;3;1;0;116;790.0;2984.0;Apartamento
Apartamento;Vila Isabel;3;0;0;82;664.0;1950.0;Apartamento
Quitinete;Glória;1;0;1;26;321.0;1200.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;1700.0;6933.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;595.0;;Apartamento
Apartamento;Flamengo;2;1;0;68;536.0;2684.0;Apartamento
Apartamento;Copacabana;1;0;0;60;620.0;3548.0;Apartamento
Loja/Salão;Engenho de Dentro;0;0;0;56;;;Apartamento
Apartamento;Taquara;2;1;0;53;450.0;1700.0;Apartamento
Apartamento;Penha;2;0;0;64;180.0;;Apartamento
Apartamento;Jardim Botânico;3;1;1;130;1500.0;;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;140;315.0;9065.0;Apartamento
Apartamento;Leblon;2;1;0;90;1300.0;5000.0;Apartamento
Apartamento;Leblon;4;2;4;200;2710.0;12155.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;208;2670.0;8200.0;Apartamento
Apartamento;Tijuca;1;1;1;84;718.0;2838.0;Apartamento
Galpão/Depósito/Armazém;Vigário Geral;0;0;0;2000;;;Apartamento
Quitinete;Gardênia Azul;1;0;0;20;;;Apartamento
Apartamento;Flamengo;1;0;0;30;315.0;1860.0;Apartamento
Casa;São Conrado;4;0;4;1200;;;casa
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;350.0;;Apartamento
Apartamento;Maracanã;2;0;0;79;600.0;;Apartamento
Apartamento;Copacabana;1;1;0;150;1200.0;4590.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;570.0;;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;15;622.0;1637.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;156;2300.0;8198.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;90;2220.0;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;65;595.0;3295.0;Apartamento
Apartamento;Flamengo;1;0;1;38;690.0;2195.0;Apartamento
Apartamento;Botafogo;2;0;0;115;1045.0;3435.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;25;364.0;1336.0;Apartamento
Apartamento;Tijuca;2;0;0;49;180.0;;Apartamento
Terreno Padrão;Penha;0;0;0;721;;;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1350.0;3350.0;Apartamento
Apartamento;Copacabana;2;0;0;120;1000.0;4997.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;681.0;2601.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;306.0;1162.0;Apartamento
Loja/Salão;Santa Cruz;0;0;0;42;;;Apartamento
Apartamento;Bonsucesso;3;1;0;98;390.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;950.0;;Apartamento
Apartamento;Flamengo;2;1;0;90;980.0;;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;400.0;1290.0;Apartamento
Apartamento;Ipanema;2;0;0;99;920.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;42;515.0;1298.0;Apartamento
Apartamento;Copacabana;3;1;0;80;700.0;5008.0;Apartamento
Apartamento;Copacabana;2;1;0;74;1021.0;;Apartamento
Apartamento;Humaitá;2;1;0;75;926.0;3916.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;2800.0;12823.0;Apartamento
Loja/Salão;Centro;0;0;0;530;7435.0;21185.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;770.0;2478.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;217;947.0;4794.0;Apartamento
Apartamento;Ipanema;4;1;3;250;2300.0;15337.0;Apartamento
Casa;Campo Grande;2;1;2;100;;;casa
Apartamento;São Conrado;3;2;1;140;1620.0;6835.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;260;3550.0;11400.0;Apartamento
Apartamento;Laranjeiras;2;0;0;85;700.0;2895.0;Apartamento
Apartamento;Rio Comprido;2;1;0;69;600.0;2570.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;580.0;1666.0;Apartamento
Apartamento;Andaraí;2;1;0;56;607.0;2596.0;Apartamento
Casa;Vargem Grande;2;1;0;70;580.0;2505.0;casa
Box/Garagem;Centro;0;1;0;0;;;Apartamento
Apartamento;Ipanema;4;3;4;480;9400.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;180;1935.0;9384.0;Apartamento
Apartamento;Copacabana;2;0;0;81;770.0;3929.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;1313.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;125;5000.0;13100.0;Apartamento
Apartamento;Vargem Pequena;2;1;1;80;650.0;;Apartamento
Casa de Condomínio;Tanque;2;0;1;100;160.0;1740.0;casa
Apartamento;Ipanema;3;3;3;169;2300.0;12186.0;Apartamento
Apartamento;Flamengo;4;2;2;423;3795.0;17048.0;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;88;4500.0;8544.0;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;120;2400.0;;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;67;320.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;45;1000.0;2101.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;2;0;44;949.0;2501.0;Apartamento
Loja Shopping/ Ct Comercial;Ipanema;0;2;0;25;;;Apartamento
Apartamento;Leblon;3;1;0;74;700.0;4083.0;Apartamento
Apartamento;Copacabana;2;0;0;110;800.0;3720.0;Apartamento
Apartamento;Leme;1;0;0;31;420.0;1584.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;780.0;2460.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;720.0;2419.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;32;750.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;108;2424.0;;Apartamento
Casa;Santa Teresa;5;3;0;260;;;casa
Apartamento;Barra da Tijuca;2;1;0;70;1800.0;4350.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;1160.0;8672.0;casa
Apartamento;Inhaúma;3;1;0;60;236.0;;Apartamento
Loja Shopping/ Ct Comercial;Jacarepaguá;0;1;0;61;1.0;;Apartamento
Apartamento;Glória;1;0;0;48;480.0;1900.0;Apartamento
Apartamento;Copacabana;5;1;1;400;2160.0;11025.0;Apartamento
Apartamento;Ipanema;2;1;0;45;575.0;3600.0;Apartamento
Apartamento;Pechincha;2;1;0;65;640.0;1716.0;Apartamento
Apartamento;Leblon;2;0;0;100;900.0;4895.0;Apartamento
Apartamento;Grajaú;3;2;1;90;700.0;3750.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;20;273.0;1048.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;25;550.0;;Apartamento
Apartamento;Marechal Hermes;2;1;0;70;200.0;;Apartamento
Apartamento;Grajaú;1;0;0;30;283.0;1270.0;Apartamento
Apartamento;Praça Seca;2;1;1;63;361.0;;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;81;2548.0;5775.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;480;2750.0;18400.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;72;900.0;2620.0;Apartamento
Apartamento;Laranjeiras;2;0;0;51;450.0;2375.0;Apartamento
Apartamento;Botafogo;1;0;0;17;330.0;1445.0;Apartamento
Apartamento;Botafogo;3;0;0;100;1155.0;7439.0;Apartamento
Apartamento;Lagoa;2;1;1;90;1350.0;4300.0;Apartamento
Apartamento;Piedade;2;1;0;83;;;Apartamento
Apartamento;Lagoa;3;3;3;230;4600.0;11590.0;Apartamento
Apartamento;Pechincha;2;1;1;62;500.0;2267.0;Apartamento
Apartamento;Leblon;2;2;1;113;1365.0;5252.0;Apartamento
Apartamento;Flamengo;1;0;0;49;440.0;2208.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;1200.0;5500.0;Apartamento
Apartamento;Méier;1;0;0;53;484.0;1421.0;Apartamento
Apartamento;Vila Isabel;2;1;0;63;500.0;;Apartamento
Galpão/Depósito/Armazém;Pavuna;0;12;0;3084;19711.0;89242.0;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;25;580.0;;Apartamento
Casa;Vila da Penha;1;0;0;40;;;casa
Quitinete;Copacabana;1;0;0;30;500.0;;Apartamento
Quitinete;Copacabana;1;0;0;30;400.0;3650.0;Apartamento
Quitinete;Centro;1;0;1;15;;;Apartamento
Apartamento;Lagoa;3;3;1;250;3500.0;15389.0;Apartamento
Apartamento;Humaitá;3;1;0;95;1300.0;3720.0;Apartamento
Apartamento;Flamengo;1;0;0;37;485.0;2841.0;Apartamento
Apartamento;Curicica;1;1;0;45;356.0;1182.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;90;980.0;4580.0;Apartamento
Loja/Salão;Copacabana;0;1;0;26;1004.0;1874.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;80;980.0;2930.0;Apartamento
Casa;Vaz Lobo;1;0;0;35;;;casa
Apartamento;Barra da Tijuca;2;1;1;70;1000.0;3270.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;190;1600.0;7535.0;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;638.0;;Apartamento
Loja/Salão;Copacabana;0;0;0;260;750.0;37100.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;1100;30000.0;119786.0;Apartamento
Loja/Salão;Botafogo;0;5;0;525;;;Apartamento
Apartamento;Copacabana;3;1;0;140;1250.0;;Apartamento
Apartamento;Tijuca;1;1;1;87;1057.0;2619.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;210;2080.0;7880.0;Apartamento
Casa de Condomínio;Santíssimo;2;1;0;70;200.0;;casa
Conjunto Comercial/Sala;Centro;100;39;0;1600;;;Apartamento
Apartamento;Méier;1;0;0;50;390.0;1406.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;570;8800.0;;Apartamento
Apartamento;Flamengo;4;1;0;240;2050.0;8751.0;Apartamento
Apartamento;Leblon;4;3;4;300;4273.0;35830.0;Apartamento
Apartamento;Ipanema;3;1;1;140;2900.0;10600.0;Apartamento
Casa de Condomínio;Jardim Botânico;4;4;1;380;870.0;14160.0;casa
Apartamento;Jardim Botânico;2;1;1;86;830.0;5187.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;203;1200.0;7620.0;Apartamento
Apartamento;Leblon;3;1;0;110;885.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;280;1200.0;13300.0;casa
Casa Comercial;Olaria;0;1;0;100;;;Apartamento
Apartamento;Tijuca;2;1;0;60;420.0;;Apartamento
Flat;Botafogo;1;1;1;50;836.0;3525.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;140;910.0;5830.0;Apartamento
Apartamento;Andaraí;1;0;1;30;580.0;;Apartamento
Apartamento;Pechincha;2;1;0;52;420.0;1155.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1220.0;3654.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;390.0;1426.0;Apartamento
Apartamento;Água Santa;2;1;0;70;250.0;1064.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;1100.0;;Apartamento
Apartamento;Lagoa;2;1;0;77;1050.0;4052.0;Apartamento
Apartamento;Copacabana;3;1;1;194;1710.0;13851.0;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;0;0;34;1047.0;4073.0;Apartamento
Apartamento;Leblon;3;3;1;208;1700.0;10665.0;Apartamento
Quitinete;Copacabana;1;0;0;25;318.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;50;1350.0;2780.0;Apartamento
Apartamento;Gávea;3;1;2;220;3200.0;10650.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;14;0;350;;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;204;2321.0;7410.0;Apartamento
Apartamento;Barra da Tijuca;3;1;3;80;1300.0;;Apartamento
Apartamento;Leblon;4;2;2;205;6000.0;21772.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;165;1503.0;8333.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;576;8942.0;39858.0;Apartamento
Galpão/Depósito/Armazém;Santo Cristo;0;100;0;5000;;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;73;1363.0;5657.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;34;479.0;1493.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;49;617.0;1886.0;Apartamento
Apartamento;Leblon;3;2;1;140;2552.0;7647.0;Apartamento
Apartamento;Laranjeiras;3;1;1;150;1504.0;5005.0;Apartamento
Apartamento;Moneró;1;1;0;47;290.0;1539.0;Apartamento
Apartamento;Tijuca;2;1;0;70;748.0;2646.0;Apartamento
Apartamento;Leblon;2;1;1;82;1128.0;7328.0;Apartamento
Apartamento;Grajaú;2;0;0;70;447.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;160;830.0;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;330;1800.0;32300.0;Apartamento
Casa;Itanhangá;3;2;1;321;1400.0;;casa
Casa;Taquara;3;1;0;100;250.0;;casa
Apartamento;Barra da Tijuca;3;2;1;140;1600.0;10080.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;55;1219.0;2257.0;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;30;270.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;797.0;1561.0;Apartamento
Apartamento;Flamengo;2;1;1;60;978.0;4508.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;30;880.0;;Apartamento
Apartamento;Itanhangá;2;1;1;58;500.0;1612.0;Apartamento
Loja/Salão;Centro;0;0;0;172;;;Apartamento
Apartamento;Tijuca;3;1;1;106;872.0;3930.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;600.0;1053.0;Apartamento
Apartamento;Leme;1;0;0;55;585.0;2664.0;Apartamento
Casa;Campo Grande;2;1;0;100;;;casa
Apartamento;Ipanema;3;3;3;310;3000.0;20100.0;Apartamento
Apartamento;Vila Isabel;2;1;1;79;950.0;2280.0;Apartamento
Conjunto Comercial/Sala;Leblon;0;8;0;408;26000.0;;Apartamento
Galpão/Depósito/Armazém;Maria da Graça;0;0;0;1000;;;Apartamento
Apartamento;Jardim Guanabara;2;0;0;92;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;102;1478.0;4233.0;Apartamento
Galpão/Depósito/Armazém;Vila Militar;0;0;0;190;;;Apartamento
Apartamento;Copacabana;3;1;1;160;1617.0;5917.0;Apartamento
Casa Comercial;Copacabana;12;0;12;360;;;Apartamento
Quitinete;Copacabana;1;0;0;38;500.0;2400.0;Apartamento
Apartamento;Copacabana;1;0;0;30;650.0;1904.0;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;80;170.0;;Apartamento
Apartamento;Ipanema;3;1;0;80;1200.0;5451.0;Apartamento
Apartamento;Leblon;4;2;2;300;3480.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;580.0;2660.0;Apartamento
Apartamento;Vila da Penha;2;0;0;70;;;Apartamento
Apartamento;Jardim Botânico;3;2;2;145;1296.0;6293.0;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;1599;4399.0;35992.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;185;1355.0;6772.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;68;1250.0;4269.0;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;1630.0;5326.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;125;3100.0;7375.0;Apartamento
Apartamento;Leblon;3;2;1;180;2804.0;13254.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;1;0;80;2183.0;7147.0;Apartamento
Loja/Salão;Campo Grande;0;0;0;240;;;Apartamento
Apartamento;Copacabana;2;1;1;110;1010.0;5262.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;50;1260.0;2726.0;Apartamento
Apartamento;Botafogo;3;0;0;123;421.0;3803.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;484.0;1296.0;Apartamento
Loja/Salão;Recreio dos Bandeirantes;0;0;0;1200;;;Apartamento
